0,1.408
50,1.391
100,1.357
150,1.369
200,1.35
250,1.351
300,1.348
350,1.346
400,1.331
450,1.326
500,1.328
550,1.329
600,1.321
650,1.302
700,1.303
750,1.32
800,1.315
850,1.313
900,1.304
950,1.305
1000,1.305
1050,1.302
1100,1.293
1150,1.295
1200,1.283
1250,1.276
1300,1.29
1350,1.294
1400,1.283
1450,1.286
1500,1.287
1550,1.285
1600,1.291
1650,1.286
1700,1.283
1750,1.269
1800,1.269
1850,1.273
1900,1.278
1950,1.272
2000,1.276
2050,1.266
2100,1.277
2150,1.276
2200,1.265
2250,1.262
2300,1.265
2350,1.265
2400,1.273
2450,1.256
2500,1.262
2550,1.27
2600,1.257
2650,1.263
2700,1.256
2750,1.247
2800,1.245
2850,1.243
2900,1.251
2950,1.247
3000,1.254
3050,1.25
3100,1.228
3150,1.244
3200,1.243
3250,1.246
3300,1.235
3350,1.238
3400,1.253
3450,1.239
3500,1.248
3550,1.241
3600,1.231
3650,1.241
3700,1.229
3750,1.234
3800,1.222
3850,1.232
3900,1.227
3950,1.222
4000,1.232
4050,1.237
4100,1.23
4150,1.228
4200,1.229
4250,1.213
4300,1.214
4350,1.208
4400,1.234
4450,1.219
4500,1.211
4550,1.224
4600,1.213
4650,1.204
4700,1.229
4750,1.219
4800,1.217
4850,1.204
4900,1.22
4950,1.216
5000,1.212
5050,1.208
5100,1.214
5150,1.18
5200,1.204
5250,1.203
5300,1.21
5350,1.201
5400,1.208
5450,1.188
5500,1.206
5550,1.187
5600,1.201
5650,1.195
5700,1.196
5750,1.191
5800,1.207
5850,1.198
5900,1.196
5950,1.193
6000,1.197
6050,1.203
6100,1.186
6150,1.194
6200,1.191
6250,1.181
6300,1.198
6350,1.189
6400,1.192
6450,1.184
6500,1.193
6550,1.198
6600,1.181
6650,1.207
6700,1.201
6750,1.206
6800,1.18
6850,1.174
6900,1.187
6950,1.174
7000,1.176
7050,1.182
7100,1.203
7150,1.181
7200,1.182
7250,1.191
7300,1.185
7350,1.182
7400,1.168
7450,1.167
7500,1.169
7550,1.181
7600,1.164
7650,1.159
7700,1.174
7750,1.184
7800,1.161
7850,1.173
7900,1.172
7950,1.148
8000,1.16
8050,1.171
8100,1.164
8150,1.16
8200,1.156
8250,1.155
8300,1.149
8350,1.153
8400,1.166
8450,1.151
8500,1.154
8550,1.144
8600,1.153
8650,1.145
8700,1.168
8750,1.152
8800,1.137
8850,1.143
8900,1.129
8950,1.15
9000,1.144
9050,1.168
9100,1.151
9150,1.143
9200,1.157
9250,1.132
9300,1.152
9350,1.15
9400,1.127
9450,1.13
9500,1.153
9550,1.131
9600,1.126
9650,1.134
9700,1.125
9750,1.144
9800,1.125
9850,1.145
9900,1.13
9950,1.118
10000,1.12
10050,1.122
10100,1.12
10150,1.134
10200,1.127
10250,1.148
10300,1.145
10350,1.139
10400,1.122
10450,1.135
10500,1.108
10550,1.126
10600,1.134
10650,1.127
10700,1.133
10750,1.15
10800,1.129
10850,1.149
10900,1.15
10950,1.124
11000,1.141
11050,1.118
11100,1.12
11150,1.134
11200,1.12
11250,1.133
11300,1.121
11350,1.121
11400,1.108
11450,1.122
11500,1.122
11550,1.124
11600,1.105
11650,1.121
11700,1.122
11750,1.112
11800,1.116
11850,1.1
11900,1.111
11950,1.106
12000,1.119
12050,1.128
12100,1.117
12150,1.113
12200,1.107
12250,1.101
12300,1.099
12350,1.111
12400,1.11
12450,1.1
12500,1.119
12550,1.101
12600,1.104
12650,1.102
12700,1.095
12750,1.098
12800,1.105
12850,1.098
12900,1.089
12950,1.085
13000,1.1
13050,1.094
13100,1.093
13150,1.093
13200,1.092
13250,1.104
13300,1.061
13350,1.078
13400,1.106
13450,1.097
13500,1.111
13550,1.093
13600,1.087
13650,1.088
13700,1.1
13750,1.08
13800,1.091
13850,1.06
13900,1.09
13950,1.091
14000,1.084
14050,1.103
14100,1.096
14150,1.088
14200,1.087
14250,1.103
14300,1.107
14350,1.095
14400,1.105
14450,1.095
14500,1.082
14550,1.099
14600,1.081
14650,1.068
14700,1.09
14750,1.095
14800,1.075
14850,1.087
14900,1.073
14950,1.095
15000,1.086
15050,1.078
15100,1.082
15150,1.077
15200,1.088
15250,1.073
15300,1.083
15350,1.063
15400,1.064
15450,1.071
15500,1.077
15550,1.056
15600,1.078
15650,1.074
15700,1.078
15750,1.069
15800,1.072
15850,1.053
15900,1.062
15950,1.064
16000,1.064
16050,1.075
16100,1.062
16150,1.088
16200,1.067
16250,1.06
16300,1.084
16350,1.077
16400,1.077
16450,1.076
16500,1.052
16550,1.035
16600,1.032
16650,1.037
16700,1.043
16750,1.047
16800,1.049
16850,1.071
16900,1.049
16950,1.067
17000,1.051
17050,1.042
17100,1.034
17150,1.049
17200,1.065
17250,1.05
17300,1.063
17350,1.083
17400,1.049
17450,1.052
17500,1.053
17550,1.055
17600,1.053
17650,1.051
17700,1.032
17750,1.047
17800,1.05
17850,1.043
17900,1.031
17950,1.056
18000,1.039
18050,1.028
18100,1.04
18150,1.026
18200,1.053
18250,1.041
18300,1.046
18350,1.052
18400,1.038
18450,1.024
18500,1.05
18550,1.019
18600,1.038
18650,1.023
18700,1.035
18750,1.049
18800,1.03
18850,1.032
18900,1.017
18950,1.026
19000,1.034
19050,1.044
19100,1.028
19150,1.017
19200,1.037
19250,1.036
19300,1.045
19350,1.008
19400,1.023
19450,1.011
19500,1.023
19550,1.01
19600,1.026
19650,1.023
19700,1.022
19750,1.008
19800,1.028
19850,1.018
19900,1.04
19950,1.023
20000,1.012
20050,1.02
20100,0.998
20150,1.032
20200,1.017
20250,1.011
20300,1.011
20350,0.993
20400,1.017
20450,1.022
20500,1.008
20550,0.992
20600,0.992
20650,1.011
20700,1.019
20750,1.015
20800,1.025
20850,0.99
20900,1.0
20950,1.009
21000,0.996
21050,0.993
21100,0.994
21150,1.002
21200,1.016
21250,0.989
21300,1.01
21350,0.998
21400,0.997
21450,0.987
21500,1.015
21550,0.985
21600,1.005
21650,0.969
21700,1.014
21750,1.012
21800,0.995
21850,0.999
21900,0.997
21950,1.001
22000,0.99
22050,0.993
22100,0.99
22150,0.997
22200,0.996
22250,1.011
22300,0.997
22350,1.005
22400,0.987
22450,0.99
22500,0.956
22550,1.016
22600,0.995
22650,0.995
22700,0.995
22750,0.978
22800,1.016
22850,0.986
22900,0.988
22950,0.967
23000,0.984
23050,0.999
23100,0.998
23150,0.973
23200,0.98
23250,0.969
23300,0.962
23350,0.963
23400,0.994
23450,0.97
23500,0.974
23550,0.974
23600,0.982
23650,0.995
23700,0.992
23750,0.992
23800,0.991
23850,0.978
23900,0.98
23950,0.977
24000,0.968
24050,0.998
24100,0.978
24150,0.974
24200,0.979
24250,0.981
24300,0.947
24350,0.96
24400,0.963
24450,0.974
24500,0.965
24550,0.953
24600,0.981
24650,0.99
24700,0.969
24750,0.991
24800,0.969
24850,0.969
24900,0.962
24950,0.967
25000,0.967
25050,0.941
25100,0.956
25150,0.948
25200,0.967
25250,0.955
25300,0.961
25350,0.937
25400,0.972
25450,0.955
25500,0.937
25550,0.947
25600,0.952
25650,0.946
25700,0.972
25750,0.964
25800,0.968
25850,0.957
25900,0.977
25950,0.938
26000,0.936
26050,0.952
26100,0.965
26150,0.957
26200,0.95
26250,0.957
26300,0.947
26350,0.944
26400,0.94
26450,0.941
26500,0.948
26550,0.96
26600,0.921
26650,0.934
26700,0.943
26750,0.947
26800,0.977
26850,0.956
26900,0.964
26950,0.938
27000,0.945
27050,0.918
27100,0.969
27150,0.943
27200,0.945
27250,0.905
27300,0.943
27350,0.947
27400,0.937
27450,0.934
27500,0.921
27550,0.931
27600,0.935
27650,0.916
27700,0.935
27750,0.915
27800,0.93
27850,0.955
27900,0.936
27950,0.927
28000,0.918
28050,0.921
28100,0.931
28150,0.926
28200,0.927
28250,0.922
28300,0.935
28350,0.928
28400,0.922
28450,0.916
28500,0.916
28550,0.92
28600,0.918
28650,0.916
28700,0.924
28750,0.908
28800,0.909
28850,0.918
28900,0.938
28950,0.918
29000,0.931
29050,0.909
29100,0.915
29150,0.903
29200,0.936
29250,0.897
29300,0.92
29350,0.915
29400,0.922
29450,0.911
29500,0.906
29550,0.907
29600,0.91
29650,0.92
29700,0.924
29750,0.893
29800,0.918
29850,0.907
29900,0.917
29950,0.921
30000,0.903
30050,0.898
30100,0.92
30150,0.901
30200,0.886
30250,0.918
30300,0.894
30350,0.894
30400,0.899
30450,0.907
30500,0.905
30550,0.897
30600,0.898
30650,0.893
30700,0.879
30750,0.917
30800,0.921
30850,0.911
30900,0.891
30950,0.892
31000,0.891
31050,0.877
31100,0.876
31150,0.9
31200,0.893
31250,0.905
31300,0.887
31350,0.889
31400,0.901
31450,0.882
31500,0.873
31550,0.871
31600,0.892
31650,0.896
31700,0.882
31750,0.888
31800,0.884
31850,0.885
31900,0.896
31950,0.878
32000,0.887
32050,0.901
32100,0.876
32150,0.88
32200,0.878
32250,0.881
32300,0.869
32350,0.878
32400,0.879
32450,0.865
32500,0.881
32550,0.89
32600,0.863
32650,0.86
32700,0.874
32750,0.873
32800,0.877
32850,0.874
32900,0.868
32950,0.899
33000,0.88
33050,0.875
33100,0.863
33150,0.879
33200,0.877
33250,0.842
33300,0.87
33350,0.858
33400,0.846
33450,0.875
33500,0.86
33550,0.86
33600,0.883
33650,0.882
33700,0.888
33750,0.846
33800,0.864
33850,0.878
33900,0.854
33950,0.854
34000,0.863
34050,0.873
34100,0.848
34150,0.863
34200,0.853
34250,0.877
34300,0.843
34350,0.846
34400,0.875
34450,0.863
34500,0.86
34550,0.873
34600,0.852
34650,0.857
34700,0.853
34750,0.871
34800,0.86
34850,0.861
34900,0.861
34950,0.839
35000,0.858
35050,0.846
35100,0.856
35150,0.837
35200,0.873
35250,0.849
35300,0.835
35350,0.833
35400,0.837
35450,0.835
35500,0.856
35550,0.836
